"stock_code","cb_all","label_all","category","title1","date","news","urls","number","stand","news_num","업종.x","year","매출액","자산총계","영업이익률","부채비율","EPS","buildingyear","Psell","amount","low","recovery","recovery_day","low_day","Pratio","low_day2","recovery_day2"
79550,"LIG넥스원",11224,"실적부진","LIG넥스원, '신저가'로 뚝…4분기 어닝쇼크 가능성","2017-11-10","LIG넥스원이 급락하며 신저가를 경신했다.10일 오전 9시3분 현재 LIG넥스원은 전날보다 1만1000원(15.31%) 하락한 6만1400원에 거래중이다. 장중에는 6만원까지 하락하며 52주 신저가를 경신했다.3분기 실적은 예상치에 부합했지만 4분기 '어닝쇼크'를 기록할 수 있다는 전망이 주가를 끌어내리는 것으로 분석된다.유재훈 NH투자증권 연구원은 ""LIG넥스원은 전날 공시를 통해 연간 영업이익 가이던스를 60% 하향했다""며 ""개발사업 신규 수주 및 기존 개발사업 지연에 따른 4분기 대규모 적자(220억원)가 예상되고 있어 기업가치 하락이 불가피하다""고 말했다.채선희 한경닷컴 기자 csun00","https://finance.naver.com/news/market_special_read.nhn?article_id=0003848763&office_id=015&type=title&keyword=",285,1,3,"무기 및 총포탄 제조업",2017,18608,17915,4.71,183.62,3502,2002,4700,1604786,"2017-11-13","infinity","infinity","1",0.0728682170542636,"1-2","infinity"
79550,"LIG넥스원",9347,"사업중단","LIG넥스원, 고정형 장거리레이더 체계 개발사업 중단에↓","2018-01-05","[이데일리 이명철 기자] LIG넥스원(079550)이 고정형 장거리레이더 체계 개발사업 중단에 따른 실적 축소 우려로 하락세다.5일 오전 10시32분 현재 LIG넥스원 주가는 전일대비 3.81% 내린 5만5600원을 기록 중이다. 최근 3거래일째 약세를 변치 못하고 있다. 주요 개발사업이 무산되면서 실적에도 영향을 미칠 것이라는 회사 입장에 투자자들이 빠져나가는 것으로 풀이된다.회사는 전날 방위사업청으로부터 고정형 장거리레이더 사업중단 공문을 수령했다고 공시했다. 2016년 운용시험평가 결과 일부 항목 기준 미충족으로 시험평가 중단돼 지난해 요구성능을  충족하기 위한 보완을 진행했지만 방위청이 사업 중단을 결정한 것이다. 당시 계약금액은 약 373억원이었다. 이후 장을 마감하고 회사는 영업상황 변동에 따라 작년 연결 기준 영업이익 전망을 468억원에서 15억원으로 정정한다고 공시했다.이명철 (twomc","https://finance.naver.com/news/market_special_read.nhn?article_id=0004005848&office_id=018&type=title&keyword=",288,1,1,"무기 및 총포탄 제조업",2018,17613,20068,0.24,232.26,-392,2002,300,281124,"2018-01-17","2018-01-26","15","8",0.0053475935828877,"3-8","12-15"
79550,"LIG넥스원",6261,"북한이슈","남북정상회담 개최 소식에 방산株 일제히 약세","2018-03-07","【서울=뉴시스】김형섭 기자 = 문재인 대통령과 김정은 북한 국무위원장의 남북정상회담 개최 합의 소식에 한반도 안보 위기 때 주가가 오르곤 했던 방위산업 관련주는 7일 주식시장에서 일제히 약세다. 이날 오전 9시17분 현재 코스닥 시장에서 빅텍(065450)은 전 거래일보다 6.84%(260원) 내린 3540원에 거래되고 있다. 스페코(013810)도 4.57%(185원) 하락한 3860원에 거래 중이다.유가증권시장에서는 LIG넥스원(079550)이 3.87%(1850원) 내린 4만5950원을, 한화테크윈(012450)이 1.26%(100원) 떨어진 2만7400원을 가리키고 있다. 또 퍼스텍(010820)이 2.93%(110원) 내린 3645원, 한국항공우주(047810)가 2.55%(1250원) 내린 4만7850원을 각각 가리키고 있다. 대북 특별사절단을 이끈 정의용 국가안보실장은 전날 오후 춘추관에서 방북 성과 브리핑을 열어 4월 말 판문점 평화의집에서 제3차 남북정상회담을 개최키로 했다고 밝혔다. ephites","https://finance.naver.com/news/market_special_read.nhn?article_id=0008472634&office_id=003&type=title&keyword=",289,1,1,"무기 및 총포탄 제조업",2018,17613,20068,0.24,232.26,-392,2002,2000,342940,"2018-03-09","2018-03-12","3","2",0.0424178154825027,"1-2","1-8"
79550,"LIG넥스원",5800,"비리의혹","LIG넥스원, 정부기관 입찰제한 소식에 하락","2018-03-14","(서울=연합뉴스) 유현민 기자 = LIG넥스원이 정부를 비롯한 공공기관의 거래 입찰참가자격이 제한된다는 소식에 14일 장 초반 내림세를 보이고 있다.     이날 오전 9시 6분 현재 유가증권시장에서 LIG넥스원은 전날보다 2.12% 내린 4만6천100원에 거래됐다.     LIG넥스원은 정부와 지방자치단체, 공공기관의 거래 입찰참가자격이 오는 20일부터 3개월 제한된다는 공문을 접수했다고 전날 장 마감 후 공시했다.     회사 측은 ""제재처분 집행정지 신청 및 취소소송 등을 통해 법적 대응 할 예정""이라고 밝혔다.     hyunmin623","https://finance.naver.com/news/market_special_read.nhn?article_id=0009955359&office_id=001&type=title&keyword=",290,1,1,"무기 및 총포탄 제조업",2018,17613,20068,0.24,232.26,-392,2002,400,71994,"increase","increase","increase","increase",0.00858369098712446,"increase","increase"
79550,"LIG넥스원",2570,"실적부진","""LIG넥스원, 1분기 영업이익 부진""…목표가↓","2018-05-09","
[자료 제공 = IBK투자증권] IBK투자증권은 9일 LIG젝스원에 대해 1분기 실적은 영업이익이 예상치를 밑돌았다며 목표주가를 기존 7만2000원에서 5만8000원으로 내렸다. 투자의견은 '매수'를 유지했다.LIG넥스원의 1분기 실적은 IFRS 회계기준 변경으로 전년 동기 대비 영업이익은 하락했으나 전 분기와 비교시엔 흑자전환했다. 지난해 4분기는 고정형 장거리레이더 체계개발사업 중단 등에 따른 충당금 설정으로 적자를 기록했었다.이상현 IBK투자증권 연구원은 ""올해 1분기 매출은 3759억원으로 전년 동기 대비 2.8% 증가했다""며 ""신규 양산사업 매출 발생과 진행사업 자원 투입 증가로 전년 동기 대비 소폭 증가했다""고 분석했다.LIG넥스원 1분기 정밀타격(PGM)부문 매출은 2834억원으로 신규양산사업 매출증가로 천무 등에서 160억원이 증가했다. 반면 진행양산사업 납기 도래로 천궁과 홍상어 등에서 각각 160억원, 115억원이 감소했다. 감시정찰(ISR)부문 매출은 421억원으로 진행사업 자원투입 증가로 감시체계와 대형수송함 레이더 등에서 각각 57억원, 30억원 늘었다. 또 신규양산사업은 고속정 레이더와 항공관제 레이더 등에서 각각 47억원 40억원 증가했다.이 밖에도 지휘통제(C4I)부문 매출은 192억원으로 진행사업 자원투입 증가로 무인기 데이터링크와 장보고 성능개량 등에서 각각 22억원, 11억원 증가했다. 항공전자(AEW)부문 매출은 278억원으로 수리온 2차사업 종료로 38억원 줄었다. 여기에 진행사업 자원투입 감소로 보안사업과 무인기 등에서 각각 13억원, 8억원이 감소했다고 이 연구원은 분석했다.이어 이 연구원은 ""1분기 영업이익은 85억원으로 전년 동기 대비 34.8% 줄어들었다""면서 ""IFRS 회계기준 변경에 따른 해외수출사업에 대한 손익인식시점 변경 등으로 전년 동기 대비 감소한 수준이나 변경 전 기준으로는 증가한 기록이다""고 언급했다.[디지털뉴스국 김제이 기자]","https://finance.naver.com/news/market_special_read.nhn?article_id=0004147397&office_id=009&type=title&keyword=",291,1,1,"무기 및 총포탄 제조업",2018,17613,20068,0.24,232.26,-392,2002,650,277119,"infinity","infinity","infinity","infinity",0.0145251396648045,"infinity","infinity"
79550,"LIG넥스원",1635,"미국이슈","북미 정상회담 재추진에 방산株 약세","2018-05-28","【서울=뉴시스】김형섭 기자 = 문재인 대통령과 김정은 북한 국무위원장이 2차 남북 정상회담을 갖고, 도널드 트럼프 미국 대통령도 북미 정상회담 재추진 의사를 밝히면서 28일 방위산업 관련주들이 장 초반 약세다.이날 오전 9시14분 현재 코스닥 시장에서 빅텍(065450)은 전 거래일보다 11.52%(420원) 내린 3225원에 거래되고 있다.유가증권시장에서는 한화에어로스페이스(012450)가 3.15%(900원) 하락한 2만7700원에, 한국항공우주(047810)가 3.03%(1350원) 내린 4만3150원에 거래 중이다.또 LIG넥스원(079550)이 2.76%(1250원) 떨어진 4만4100원을, 휴니드(005870)가 2.32%(300원) 하락한 1만2650원을 가리키고 있다.문 대통령과 김 위원장은 지난 26일 오후 3시부터 5시까지 2시간 동안 판문점 북측 지역인 통일각에서 두 번째 남북 정상회담을 갖고 북미 정상회담의 성공과 4·27 판문점 선언의 조속한 이행의 필요성을 재확인했다.트럼프 대통령도 26일(현지시간) 베네수엘라의 미국인 석방을 환영하기 위해 백악관에서 열린 행사 중 기자들에게 예정된 대로 다음달 12일 싱가포르에서 북미 정상회담을 개최하기 위한 논의를 잘 진행하고 있다고 밝혔다.ephites","https://finance.naver.com/news/market_special_read.nhn?article_id=0008618550&office_id=003&type=title&keyword=",292,1,2,"무기 및 총포탄 제조업",2018,17613,20068,0.24,232.26,-392,2002,-2450,256967,"increase","increase","increase","increase",-0.0559360730593607,"increase","increase"
79810,"디이엔티",5857,"생산중단","디이엔티, 천안공장 생산 중단 소식…장 초반 약세","2018-03-13","[아시아경제 임철영 기자] 디이엔티가 천안공장 생산 중단 소식에 장 초반 약세다.13일 오전 9시21분 현재 디이엔티는 전 거래일 대비 4.45% 내린 4835원에 거래되고 있다. 이 시간 메릴린치증권이 매도 거래원 상위에 올라있다.디이엔티는 전일 천안공장의 생산을 중단했다고 공시했다. 생산 중단 분야의 매출액은 175억원으로 2016년 연결기준 매출액의 38.46% 규모다. 회사 측은 ""재해 발생으로 대전지방고용노동청 천안지청으로부터 작업중지명령서를 접수했다""며 ""안전조치 완료 후 조속히 작업을 재개할 예정""이라고 밝혔다.임철영 기자 cylim","https://finance.naver.com/news/market_special_read.nhn?article_id=0004195780&office_id=277&type=title&keyword=",1001,1,2,"특수 목적용 기계 제조업",2018,1804,745,1.43,163.69,345,2001,45,58014,"2018-03-23","infinity","infinity","8",0.00909090909090909,"3-8","infinity"
80160,"모두투어",13553,"북한이슈","여행株, 북핵 리스크에 환율 우려..'동반 약세'","2017-09-04","[이데일리 함정선 기자] 여행 관련주가 북핵 리스크에 원화약세, 환율 상승 등의 여파로 약세를 나타내고 있다. 4일 오전 9시14분 현재 하나투어(039130)는 전일대비 1.68%(1400원) 내린 8만1800원, 모두투어(080160)는 전일대비 1.64%(450원) 내린 2만6900원에 거래되고 있다. 참좋은레져(094850)도 전일 대비 2.54%(300원) 하락한 1만1500원을 기록 중이다. 하나투어와 모두투어 모두 8월 전체 송객수가 전년대비 5~9% 증가하는 등 실적 개선세를 이어가고 있으나 북핵 리스크에 투자심리가 위축됐다는 분석이다. 특히 북핵리스크에 원화약세가 이어지는 것이 여행주 동반 하락에 영향을 미치고 있는 것으로 풀이된다.함정선 (mint","https://finance.naver.com/news/market_special_read.nhn?article_id=0003914579&office_id=018&type=title&keyword=",1165,1,1,"여행사 및 기타 여행보조 서비스업",2017,2371,2104,8.49,104.94,887,1989,100,123365,"2017-09-08","2017-09-12","6","4",0.00376647834274953,"3-8","1-8"
80160,"모두투어",9685,"실적부진","모두투어, 4Q 실적 추정치 하회 전망…장 초반 7%↓","2017-12-22","[아시아경제 임철영 기자]모두투어가 4분기 실적이 시장 추정치를 하회할 것이라는 전망에 장 초반 급락세다.22일 오전 9시16분 현재 모두투어는 전 거래일 대비 7.67% 내린 2만8900원에 거래되고 있다. 이 시간 UBS, HSBC증권이 매도 거래원 상위에 올라있다. NH투자증권은 이날 모두투어에 대해 올해 4분기 실적이 시장 예상치를 밑돌 것으로 전망했다. 투자의견 ‘보유’와 목표주가는 3만3000원은 유지했다.모두투어의 4분기 연결 매출액과 영업이익은 각각 전년 동기 대비 24.6% 늘어난 736억원, 25.0% 증가한 48억원으로 영업이익 기준 컨센서스(74억원)를 크게 하회할 것으로 추정했다. 이효진 NH투자증권 연구원은 “패키지 P와 Q 성장률은 각각 6%, 15%로 양호하나 광고선전비가 예상보다 크게 집행된 것으로 추정되기 때문”이라고 전했다.이 연구원은 “이에 따라 배당 전망을 기존 550원에서 520원으로 6% 수정했다”며 “모두투어의 배당 정책은 별도 순이익을 기준으로 삼기 때문으로, 모두투어의 시가배당률은 1.7%로 배당 매력도 또한 소폭 하락했다”고 분석했다.주가 모멘텀에 대한 기대는 내년 2분기 이후로 미뤄야 한다고 봤다. 내년 모두투어의 별도 기준 영업이익은 전년 동기보다 9.2% 늘어난 357억원, 연결 영업이익 추정치는 376억원으로 예상했다. 이 연구원은 “모두투어리츠 지분을 추가로 확보(기존 29.4%에서 42.2%)하며 4분기부터 리츠가 연결법인으로 인식되기 때문”이라며 “참고로 모두투어리츠의 연간 영업이익은 약 20억원 수준”이라고 설명했다.임철영 기자 cylim","https://finance.naver.com/news/market_special_read.nhn?article_id=0004145211&office_id=277&type=title&keyword=",1166,1,3,"여행사 및 기타 여행보조 서비스업",2017,2371,2104,8.49,104.94,887,1989,700,444034,"increase","increase","increase","increase",0.0226537216828479,"increase","increase"
80160,"모두투어",6446,"실적부진","모두투어, 해외 송출객 규모 역성장에 약세","2018-03-05","
[이데일리 성선화 기자] 모두투어(080160)가 약세다. 5일 오전 11시 15분 현재 모두투어는 전일 대비 7.03% 하락한 3만 6350원에 거래 중이다. 지난 2월 해외 패키지 송출객수가 감소했다는 소식에 영향을 받는 것으로 보인다. 이날 이베스트증권에 따르면 모두투어 2월 패키지 송출객수는 전년 대비 8% 감소한 13만 5413명이다. 티켓 송출객수는 전년 대비 4% 감소한 9만 8254명으로 나타났다. 지역별 인원수는 중국이 36%로 가장 많이 감소했고, 그 다음으로 유럽이 23%로 감소폭이 컸다. 황현준 이베스트증권 연구원은 “2014년 6월 이후 처음으로 모두투어의 송출객 규모가 역성장했다”며 “평창올림픽 영향으로 해외 여행 수요가 둔화됐고, 장거리 여행 약세 때문”이라고 분석했다.성선화 (jess","https://finance.naver.com/news/market_special_read.nhn?article_id=0004048865&office_id=018&type=title&keyword=",1169,1,1,"여행사 및 기타 여행보조 서비스업",2018,2909,3382,11.04,107.46,1279,1989,2100,419820,"increase","increase","increase","increase",0.0549738219895288,"increase","increase"
